"","percent_sector","SupportSetting","DH_GEOGRAPHY_NAME","ActivityProvision","ITEMVALUE","year"
"283",1.9352437662821,"Residential","HILLINGDON","In House",416,2001
"284",98.0647562337179,"Residential","HILLINGDON","External",21080,2001
"285",40.2257780539589,"Residential","HOUNSLOW","In House",7768,2001
"286",59.7742219460411,"Residential","HOUNSLOW","External",11543,2001
"287",44.2445605931688,"Residential","KINGSTON UPON THAMES","In House",7280,2001
"288",55.7554394068312,"Residential","KINGSTON UPON THAMES","External",9174,2001
"289",8.91247994074805,"Residential","MERTON","In House",1444,2001
"290",91.0875200592519,"Residential","MERTON","External",14758,2001
"291",25.7182657147832,"Residential","NEWHAM","In House",5908,2001
"292",74.2817342852168,"Residential","NEWHAM","External",17064,2001
"293",8.3669936526255,"Residential","REDBRIDGE","In House",2030,2001
"294",91.6330063473745,"Residential","REDBRIDGE","External",22232,2001
"295",49.8899610631454,"Residential","RICHMOND UPON THAMES","In House",8841,2001
"296",50.1100389368546,"Residential","RICHMOND UPON THAMES","External",8880,2001
"297",32.2884012539185,"Residential","SUTTON","In House",5356,2001
"298",67.7115987460815,"Residential","SUTTON","External",11232,2001
"299",33.4579439252336,"Residential","WALTHAM FOREST","In House",9308,2001
"300",66.5420560747664,"Residential","WALTHAM FOREST","External",18512,2001
"301",24.1954707985697,"Residential","BARNSLEY","In House",10556,2002
"302",75.8045292014303,"Residential","BARNSLEY","External",33072,2002
"303",33.3108428583835,"Residential","BIRMINGHAM","In House",49864,2002
"304",66.6891571416165,"Residential","BIRMINGHAM","External",99829,2002
"305",28.3555822638108,"Residential","BOLTON","In House",13212,2002
"306",71.6444177361892,"Residential","BOLTON","External",33382,2002
"307",27.3890527695837,"Residential","BRADFORD","In House",20891,2002
"308",72.6109472304163,"Residential","BRADFORD","External",55384,2002
"309",37.8178835110747,"Residential","BURY","In House",11986,2002
"310",62.1821164889254,"Residential","BURY","External",19708,2002
"311",26.6833085953313,"Residential","CALDERDALE","In House",7910,2002
"312",73.3166914046687,"Residential","CALDERDALE","External",21734,2002
"313",NA,"Residential","COVENTRY","In House",NA,2002
"314",NA,"Residential","COVENTRY","External",NA,2002
"315",NA,"Residential","DONCASTER","In House",NA,2002
"316",NA,"Residential","DONCASTER","External",NA,2002
"317",27.0012852290462,"Residential","DUDLEY","In House",11765,2002
"318",72.9987147709538,"Residential","DUDLEY","External",31807,2002
"319",30.7903730790373,"Residential","GATESHEAD","In House",12883,2002
"320",69.2096269209627,"Residential","GATESHEAD","External",28958,2002
"321",33.6300677228572,"Residential","KIRKLEES","In House",21949,2002
"322",66.3699322771428,"Residential","KIRKLEES","External",43317,2002
"323",0,"Residential","KNOWSLEY","In House",0,2002
"324",100,"Residential","KNOWSLEY","External",19617,2002
"325",39.6287808052514,"Residential","LEEDS","In House",42018,2002
"326",60.3712191947486,"Residential","LEEDS","External",64011,2002
"327",14.5487359570211,"Residential","LIVERPOOL","In House",10399,2002
"328",85.4512640429789,"Residential","LIVERPOOL","External",61078,2002
"329",2.15415684954561,"Residential","MANCHESTER","In House",1664,2002
"330",97.8458431504544,"Residential","MANCHESTER","External",75582,2002
"331",10.303743735174,"Residential","NEWCASTLE UPON TYNE","In House",5777,2002
"332",89.696256264826,"Residential","NEWCASTLE UPON TYNE","External",50290,2002
"333",16.3366223300749,"Residential","NORTH TYNESIDE","In House",7136,2002
"334",83.6633776699251,"Residential","NORTH TYNESIDE","External",36545,2002
"335",13.9311769915236,"Residential","OLDHAM","In House",6607,2002
"336",86.0688230084764,"Residential","OLDHAM","External",40819,2002
"337",21.5048319281485,"Residential","ROCHDALE","In House",9769,2002
"338",78.4951680718515,"Residential","ROCHDALE","External",35658,2002
"339",26.6739846322722,"Residential","ROTHERHAM","In House",12636,2002
"340",73.3260153677278,"Residential","ROTHERHAM","External",34736,2002
"341",24.0171370967742,"Residential","SALFORD","In House",10483,2002
"342",75.9828629032258,"Residential","SALFORD","External",33165,2002
"343",33.2952598515134,"Residential","SANDWELL","In House",15158,2002
"344",66.7047401484866,"Residential","SANDWELL","External",30368,2002
"345",13.4683042956159,"Residential","SEFTON","In House",6393,2002
"346",86.5316957043841,"Residential","SEFTON","External",41074,2002
"347",24.300744162176,"Residential","SHEFFIELD","In House",24622,2002
"348",75.699255837824,"Residential","SHEFFIELD","External",76700,2002
"349",15.114137411397,"Residential","SOLIHULL","In House",2708,2002
"350",84.885862588603,"Residential","SOLIHULL","External",15209,2002
"351",33.1913305761995,"Residential","SOUTH TYNESIDE","In House",10674,2002
"352",66.8086694238005,"Residential","SOUTH TYNESIDE","External",21485,2002
"353",44.9184169415032,"Residential","ST HELENS","In House",10351,2002
"354",55.0815830584968,"Residential","ST HELENS","External",12693,2002
"355",0,"Residential","STOCKPORT","In House",0,2002
"356",100,"Residential","STOCKPORT","External",49662.1428571429,2002
"357",16.1752807534224,"Residential","SUNDERLAND","In House",9996,2002
"358",83.8247192465776,"Residential","SUNDERLAND","External",51802,2002
"359",0,"Residential","TAMESIDE","In House",0,2002
"360",100,"Residential","TAMESIDE","External",38669,2002
"361",48.4498317300533,"Residential","TRAFFORD","In House",16268,2002
"362",51.5501682699467,"Residential","TRAFFORD","External",17309,2002
"363",23.0091889260904,"Residential","WAKEFIELD","In House",15600,2002
"364",76.9908110739097,"Residential","WAKEFIELD","External",52199,2002
"365",36.71502700413,"Residential","WALSALL","In House",13868,2002
"366",63.28497299587,"Residential","WALSALL","External",23904,2002
"367",3.619452914208,"Residential","WIGAN","In House",1650,2002
"368",96.380547085792,"Residential","WIGAN","External",43937,2002
"369",14.4404079921755,"Residential","WIRRAL","In House",6201,2002
"370",85.5595920078245,"Residential","WIRRAL","External",36741,2002
"371",24.2097433990331,"Residential","WOLVERHAMPTON","In House",9114,2002
"372",75.7902566009669,"Residential","WOLVERHAMPTON","External",28532,2002
"373",NA,"Residential","BEDFORDSHIRE","In House",NA,2002
"374",NA,"Residential","BEDFORDSHIRE","External",45240,2002
"375",0.0527113395269157,"Residential","BUCKINGHAMSHIRE","In House",24,2002
"376",99.9472886604731,"Residential","BUCKINGHAMSHIRE","External",45507,2002
"377",20.4841207313429,"Residential","CAMBRIDGESHIRE","In House",15080,2002
"378",79.5158792686571,"Residential","CAMBRIDGESHIRE","External",58538,2002
"379",16.7439878234399,"Residential","CHESHIRE","In House",13751,2002
"380",83.2560121765601,"Residential","CHESHIRE","External",68374,2002
"381",0,"Residential","CORNWALL","In House",0,2002
"382",100,"Residential","CORNWALL","External",76843,2002
"383",44.8957072684559,"Residential","CUMBRIA","In House",37839,2002
"384",55.1042927315441,"Residential","CUMBRIA","External",46443,2002
"385",39.1115688525697,"Residential","DERBYSHIRE","In House",46330,2002
"386",60.8884311474303,"Residential","DERBYSHIRE","External",72126,2002
"387",23.8419580997507,"Residential","DEVON","In House",34619,2002
"388",76.1580419002493,"Residential","DEVON","External",110583,2002
"389",28.4969207082371,"Residential","DORSET","In House",14807,2002
"390",71.5030792917629,"Residential","DORSET","External",37153,2002
"391",34.2503090929527,"Residential","DURHAM","In House",36567,2002
"392",65.7496909070473,"Residential","DURHAM","External",70197,2002
"393",17.957344085055,"Residential","EAST SUSSEX","In House",13985,2002
"394",82.042655914945,"Residential","EAST SUSSEX","External",63894,2002
"395",30.7936698792061,"Residential","ESSEX","In House",66587,2002
"396",69.206330120794,"Residential","ESSEX","External",149649,2002
"397",2.61499086218885,"Residential","GLOUCESTERSHIRE","In House",1847.85714285714,2002
"398",97.3850091378111,"Residential","GLOUCESTERSHIRE","External",68816.1428571433,2002
"399",34.0887748537795,"Residential","HAMPSHIRE","In House",46102,2002
"400",65.9112251462205,"Residential","HAMPSHIRE","External",89139,2002
"401",0,"Residential","HERTFORDSHIRE","In House",0,2002
"402",100,"Residential","HERTFORDSHIRE","External",128076,2002
"403",67.7519379844961,"Residential","ISLES OF SCILLY","In House",437,2002
"404",32.2480620155039,"Residential","ISLES OF SCILLY","External",208,2002
"405",13.0482272827065,"Residential","KENT","In House",28807.58,2002
"406",86.9517727172936,"Residential","KENT","External",191970.15,2002
"407",24.5480460141924,"Residential","LANCASHIRE","In House",60711,2002
"408",75.4519539858076,"Residential","LANCASHIRE","External",186604,2002
"409",28.6596587893911,"Residential","LEICESTERSHIRE","In House",25383,2002
"410",71.3403412106089,"Residential","LEICESTERSHIRE","External",63184,2002
"411",15.2363071243186,"Residential","LINCOLNSHIRE","In House",19314,2002
"412",84.7636928756814,"Residential","LINCOLNSHIRE","External",107449,2002
"413",26.7173948089634,"Residential","NORFOLK","In House",41432,2002
"414",73.2826051910366,"Residential","NORFOLK","External",113643,2002
"415",51.4051549512212,"Residential","NORTH YORKSHIRE","In House",44156,2002
"416",48.5948450487788,"Residential","NORTH YORKSHIRE","External",41742,2002
"417",40.9610310427113,"Residential","NORTHAMPTONSHIRE","In House",38965,2002
"418",59.0389689572887,"Residential","NORTHAMPTONSHIRE","External",56162,2002
