"","Service","SupportSetting","DH_GEOGRAPHY_NAME","Sector","Expenditure","year","percent_sector"
"28996","E11","U65 MENTAL HEALTH","313 WIGAN","In House",3140,2008,44.0269209197981
"28997","E11","U65 MENTAL HEALTH","313 WIGAN","External",3992,2008,55.9730790802019
"28998","E11","U65 MENTAL HEALTH","313 WIGAN","Total",7132,2008,100
"28999","B2","Nursing home placements","315 KNOWSLEY","In House",NA,2008,NA
"29000","B2","Nursing home placements","315 KNOWSLEY","External",7061,2008,NA
"29001","B2","Nursing home placements","315 KNOWSLEY","Total",NA,2008,NA
"29002","B3","Residential care home placements","315 KNOWSLEY","In House",NA,2008,NA
"29003","B3","Residential care home placements","315 KNOWSLEY","External",9143,2008,NA
"29004","B3","Residential care home placements","315 KNOWSLEY","Total",NA,2008,NA
"29005","B4","Supported and other accommodation","315 KNOWSLEY","In House",NA,2008,NA
"29006","B4","Supported and other accommodation","315 KNOWSLEY","External",NA,2008,NA
"29007","B4","Supported and other accommodation","315 KNOWSLEY","Total",NA,2008,NA
"29008","B5","Direct payments","315 KNOWSLEY","In House",NA,2008,NA
"29009","B5","Direct payments","315 KNOWSLEY","External",672,2008,NA
"29010","B5","Direct payments","315 KNOWSLEY","Total",NA,2008,NA
"29011","B6","Home care","315 KNOWSLEY","In House",2218,2008,31.9596541786744
"29012","B6","Home care","315 KNOWSLEY","External",4722,2008,68.0403458213256
"29013","B6","Home care","315 KNOWSLEY","Total",6940,2008,100
"29014","B11","Total over 65","315 KNOWSLEY","In House",7283,2008,24.6438601833993
"29015","B11","Total over 65","315 KNOWSLEY","External",22270,2008,75.3561398166007
"29016","B11","Total over 65","315 KNOWSLEY","Total",29553,2008,100
"29017","C11","U65 PHYSICAL DISABILITY","315 KNOWSLEY","In House",1787,2008,32.1345081819817
"29018","C11","U65 PHYSICAL DISABILITY","315 KNOWSLEY","External",3774,2008,67.8654918180183
"29019","C11","U65 PHYSICAL DISABILITY","315 KNOWSLEY","Total",5561,2008,100
"29020","D11","U65 LEARNING DISABILITY","315 KNOWSLEY","In House",7399,2008,37.3441679705244
"29021","D11","U65 LEARNING DISABILITY","315 KNOWSLEY","External",12414,2008,62.6558320294756
"29022","D11","U65 LEARNING DISABILITY","315 KNOWSLEY","Total",19813,2008,100
"29023","E11","U65 MENTAL HEALTH","315 KNOWSLEY","In House",1653,2008,29.2049469964664
"29024","E11","U65 MENTAL HEALTH","315 KNOWSLEY","External",4007,2008,70.7950530035336
"29025","E11","U65 MENTAL HEALTH","315 KNOWSLEY","Total",5660,2008,100
"29026","B2","Nursing home placements","316 LIVERPOOL","In House",NA,2008,NA
"29027","B2","Nursing home placements","316 LIVERPOOL","External",10922,2008,NA
"29028","B2","Nursing home placements","316 LIVERPOOL","Total",NA,2008,NA
"29029","B3","Residential care home placements","316 LIVERPOOL","In House",6494,2008,23.5443405119281
"29030","B3","Residential care home placements","316 LIVERPOOL","External",21088,2008,76.4556594880719
"29031","B3","Residential care home placements","316 LIVERPOOL","Total",27582,2008,100
"29032","B4","Supported and other accommodation","316 LIVERPOOL","In House",0,2008,NA
"29033","B4","Supported and other accommodation","316 LIVERPOOL","External",0,2008,NA
"29034","B4","Supported and other accommodation","316 LIVERPOOL","Total",0,2008,NA
"29035","B5","Direct payments","316 LIVERPOOL","In House",NA,2008,NA
"29036","B5","Direct payments","316 LIVERPOOL","External",1763,2008,NA
"29037","B5","Direct payments","316 LIVERPOOL","Total",NA,2008,NA
"29038","B6","Home care","316 LIVERPOOL","In House",15311,2008,32.194373186425
"29039","B6","Home care","316 LIVERPOOL","External",32247,2008,67.805626813575
"29040","B6","Home care","316 LIVERPOOL","Total",47558,2008,100
"29041","B11","Total over 65","316 LIVERPOOL","In House",36091,2008,33.6058475720471
"29042","B11","Total over 65","316 LIVERPOOL","External",71304,2008,66.3941524279529
"29043","B11","Total over 65","316 LIVERPOOL","Total",107395,2008,100
"29044","C11","U65 PHYSICAL DISABILITY","316 LIVERPOOL","In House",5470,2008,38.5754583921016
"29045","C11","U65 PHYSICAL DISABILITY","316 LIVERPOOL","External",8710,2008,61.4245416078985
"29046","C11","U65 PHYSICAL DISABILITY","316 LIVERPOOL","Total",14180,2008,100
"29047","D11","U65 LEARNING DISABILITY","316 LIVERPOOL","In House",15111,2008,54.3424317617866
"29048","D11","U65 LEARNING DISABILITY","316 LIVERPOOL","External",12696,2008,45.6575682382134
"29049","D11","U65 LEARNING DISABILITY","316 LIVERPOOL","Total",27807,2008,100
"29050","E11","U65 MENTAL HEALTH","316 LIVERPOOL","In House",8206,2008,55.3599136477096
"29051","E11","U65 MENTAL HEALTH","316 LIVERPOOL","External",6617,2008,44.6400863522904
"29052","E11","U65 MENTAL HEALTH","316 LIVERPOOL","Total",14823,2008,100
"29053","B2","Nursing home placements","317 SEFTON","In House",NA,2008,NA
"29054","B2","Nursing home placements","317 SEFTON","External",15102,2008,NA
"29055","B2","Nursing home placements","317 SEFTON","Total",NA,2008,NA
"29056","B3","Residential care home placements","317 SEFTON","In House",0,2008,0
"29057","B3","Residential care home placements","317 SEFTON","External",19218,2008,100
"29058","B3","Residential care home placements","317 SEFTON","Total",19218,2008,100
"29059","B4","Supported and other accommodation","317 SEFTON","In House",0,2008,NA
"29060","B4","Supported and other accommodation","317 SEFTON","External",0,2008,NA
"29061","B4","Supported and other accommodation","317 SEFTON","Total",0,2008,NA
"29062","B5","Direct payments","317 SEFTON","In House",NA,2008,NA
"29063","B5","Direct payments","317 SEFTON","External",825,2008,NA
"29064","B5","Direct payments","317 SEFTON","Total",NA,2008,NA
"29065","B6","Home care","317 SEFTON","In House",12,2008,0.116606743756681
"29066","B6","Home care","317 SEFTON","External",10279,2008,99.8833932562433
"29067","B6","Home care","317 SEFTON","Total",10291,2008,100
"29068","B11","Total over 65","317 SEFTON","In House",6991,2008,12.1533995097613
"29069","B11","Total over 65","317 SEFTON","External",50532,2008,87.8466004902387
"29070","B11","Total over 65","317 SEFTON","Total",57523,2008,100
"29071","C11","U65 PHYSICAL DISABILITY","317 SEFTON","In House",1460,2008,14.5490782262083
"29072","C11","U65 PHYSICAL DISABILITY","317 SEFTON","External",8575,2008,85.4509217737917
"29073","C11","U65 PHYSICAL DISABILITY","317 SEFTON","Total",10035,2008,100
"29074","D11","U65 LEARNING DISABILITY","317 SEFTON","In House",2426,2008,10.6990077177508
"29075","D11","U65 LEARNING DISABILITY","317 SEFTON","External",20249,2008,89.3009922822492
"29076","D11","U65 LEARNING DISABILITY","317 SEFTON","Total",22675,2008,100
"29077","E11","U65 MENTAL HEALTH","317 SEFTON","In House",2764,2008,37.9931271477663
"29078","E11","U65 MENTAL HEALTH","317 SEFTON","External",4511,2008,62.0068728522337
"29079","E11","U65 MENTAL HEALTH","317 SEFTON","Total",7275,2008,100
"29080","B2","Nursing home placements","318 ST HELENS","In House",NA,2008,NA
"29081","B2","Nursing home placements","318 ST HELENS","External",8491,2008,NA
"29082","B2","Nursing home placements","318 ST HELENS","Total",NA,2008,NA
"29083","B3","Residential care home placements","318 ST HELENS","In House",4639,2008,40.6039387308534
"29084","B3","Residential care home placements","318 ST HELENS","External",6786,2008,59.3960612691466
"29085","B3","Residential care home placements","318 ST HELENS","Total",11425,2008,100
"29086","B4","Supported and other accommodation","318 ST HELENS","In House",0,2008,NA
"29087","B4","Supported and other accommodation","318 ST HELENS","External",0,2008,NA
"29088","B4","Supported and other accommodation","318 ST HELENS","Total",0,2008,NA
"29089","B5","Direct payments","318 ST HELENS","In House",NA,2008,NA
"29090","B5","Direct payments","318 ST HELENS","External",1107,2008,NA
"29091","B5","Direct payments","318 ST HELENS","Total",NA,2008,NA
"29092","B6","Home care","318 ST HELENS","In House",2543,2008,24.8971999216761
"29093","B6","Home care","318 ST HELENS","External",7671,2008,75.1028000783239
"29094","B6","Home care","318 ST HELENS","Total",10214,2008,100
"29095","B11","Total over 65","318 ST HELENS","In House",15118,2008,38.4271262264247
"29096","B11","Total over 65","318 ST HELENS","External",24224,2008,61.5728737735753
"29097","B11","Total over 65","318 ST HELENS","Total",39342,2008,100
"29098","C11","U65 PHYSICAL DISABILITY","318 ST HELENS","In House",2288,2008,37.3551020408163
"29099","C11","U65 PHYSICAL DISABILITY","318 ST HELENS","External",3837,2008,62.6448979591837
"29100","C11","U65 PHYSICAL DISABILITY","318 ST HELENS","Total",6125,2008,100
"29101","D11","U65 LEARNING DISABILITY","318 ST HELENS","In House",6354,2008,49.432083398164
"29102","D11","U65 LEARNING DISABILITY","318 ST HELENS","External",6500,2008,50.567916601836
"29103","D11","U65 LEARNING DISABILITY","318 ST HELENS","Total",12854,2008,100
"29104","E11","U65 MENTAL HEALTH","318 ST HELENS","In House",2052,2008,53.5770234986945
"29105","E11","U65 MENTAL HEALTH","318 ST HELENS","External",1778,2008,46.4229765013055
"29106","E11","U65 MENTAL HEALTH","318 ST HELENS","Total",3830,2008,100
"29107","B2","Nursing home placements","319 WIRRAL","In House",NA,2008,NA
"29108","B2","Nursing home placements","319 WIRRAL","External",23730,2008,NA
"29109","B2","Nursing home placements","319 WIRRAL","Total",NA,2008,NA
"29110","B3","Residential care home placements","319 WIRRAL","In House",5525,2008,25.3510140405616
"29111","B3","Residential care home placements","319 WIRRAL","External",16269,2008,74.6489859594384
"29112","B3","Residential care home placements","319 WIRRAL","Total",21794,2008,100
"29113","B4","Supported and other accommodation","319 WIRRAL","In House",13,2008,16.4556962025316
"29114","B4","Supported and other accommodation","319 WIRRAL","External",66,2008,83.5443037974684
"29115","B4","Supported and other accommodation","319 WIRRAL","Total",79,2008,100
"29116","B5","Direct payments","319 WIRRAL","In House",NA,2008,NA
"29117","B5","Direct payments","319 WIRRAL","External",1577,2008,NA
"29118","B5","Direct payments","319 WIRRAL","Total",NA,2008,NA
"29119","B6","Home care","319 WIRRAL","In House",6320,2008,44.394492835066
"29120","B6","Home care","319 WIRRAL","External",7916,2008,55.605507164934
"29121","B6","Home care","319 WIRRAL","Total",14236,2008,100
"29122","B11","Total over 65","319 WIRRAL","In House",18514,2008,26.8241089539264
"29123","B11","Total over 65","319 WIRRAL","External",50506,2008,73.1758910460736
"29124","B11","Total over 65","319 WIRRAL","Total",69020,2008,100
"29125","C11","U65 PHYSICAL DISABILITY","319 WIRRAL","In House",5830,2008,47.6774615636245
"29126","C11","U65 PHYSICAL DISABILITY","319 WIRRAL","External",6398,2008,52.3225384363755
"29127","C11","U65 PHYSICAL DISABILITY","319 WIRRAL","Total",12228,2008,100
"29128","D11","U65 LEARNING DISABILITY","319 WIRRAL","In House",12158,2008,43.8821915830506
"29129","D11","U65 LEARNING DISABILITY","319 WIRRAL","External",15548,2008,56.1178084169494
"29130","D11","U65 LEARNING DISABILITY","319 WIRRAL","Total",27706,2008,100
"29131","E11","U65 MENTAL HEALTH","319 WIRRAL","In House",4166,2008,41.9241219684009
"29132","E11","U65 MENTAL HEALTH","319 WIRRAL","External",5771,2008,58.0758780315991
"29133","E11","U65 MENTAL HEALTH","319 WIRRAL","Total",9937,2008,100
"29134","B2","Nursing home placements","406 BIRMINGHAM","In House",NA,2008,NA
"29135","B2","Nursing home placements","406 BIRMINGHAM","External",32793,2008,NA
"29136","B2","Nursing home placements","406 BIRMINGHAM","Total",NA,2008,NA
"29137","B3","Residential care home placements","406 BIRMINGHAM","In House",30694,2008,46.8603532770492
"29138","B3","Residential care home placements","406 BIRMINGHAM","External",34807,2008,53.1396467229508
"29139","B3","Residential care home placements","406 BIRMINGHAM","Total",65501,2008,100
"29140","B4","Supported and other accommodation","406 BIRMINGHAM","In House",1623,2008,100
"29141","B4","Supported and other accommodation","406 BIRMINGHAM","External",0,2008,0
"29142","B4","Supported and other accommodation","406 BIRMINGHAM","Total",1623,2008,100
"29143","B5","Direct payments","406 BIRMINGHAM","In House",NA,2008,NA
"29144","B5","Direct payments","406 BIRMINGHAM","External",3288,2008,NA
"29145","B5","Direct payments","406 BIRMINGHAM","Total",NA,2008,NA
"29146","B6","Home care","406 BIRMINGHAM","In House",20144,2008,47.9641887708938
"29147","B6","Home care","406 BIRMINGHAM","External",21854,2008,52.0358112291061
"29148","B6","Home care","406 BIRMINGHAM","Total",41998,2008,100
"29149","B11","Total over 65","406 BIRMINGHAM","In House",85338,2008,47.113186922389
"29150","B11","Total over 65","406 BIRMINGHAM","External",95796,2008,52.886813077611
"29151","B11","Total over 65","406 BIRMINGHAM","Total",181134,2008,100
"29152","C11","U65 PHYSICAL DISABILITY","406 BIRMINGHAM","In House",5400,2008,23.9510334427393
"29153","C11","U65 PHYSICAL DISABILITY","406 BIRMINGHAM","External",17146,2008,76.0489665572607
"29154","C11","U65 PHYSICAL DISABILITY","406 BIRMINGHAM","Total",22546,2008,100
"29155","D11","U65 LEARNING DISABILITY","406 BIRMINGHAM","In House",21099,2008,27.2515919042145
"29156","D11","U65 LEARNING DISABILITY","406 BIRMINGHAM","External",56324,2008,72.7484080957855
"29157","D11","U65 LEARNING DISABILITY","406 BIRMINGHAM","Total",77423,2008,100
"29158","E11","U65 MENTAL HEALTH","406 BIRMINGHAM","In House",11227,2008,54.3233173658489
"29159","E11","U65 MENTAL HEALTH","406 BIRMINGHAM","External",9440,2008,45.6766826341511
"29160","E11","U65 MENTAL HEALTH","406 BIRMINGHAM","Total",20667,2008,100
"29161","B2","Nursing home placements","407 COVENTRY","In House",NA,2008,NA
"29162","B2","Nursing home placements","407 COVENTRY","External",6514,2008,NA
"29163","B2","Nursing home placements","407 COVENTRY","Total",NA,2008,NA
"29164","B3","Residential care home placements","407 COVENTRY","In House",4080,2008,21.6664011470448
"29165","B3","Residential care home placements","407 COVENTRY","External",14751,2008,78.3335988529552
"29166","B3","Residential care home placements","407 COVENTRY","Total",18831,2008,100
"29167","B4","Supported and other accommodation","407 COVENTRY","In House",NA,2008,NA
"29168","B4","Supported and other accommodation","407 COVENTRY","External",450,2008,NA
"29169","B4","Supported and other accommodation","407 COVENTRY","Total",NA,2008,NA
"29170","B5","Direct payments","407 COVENTRY","In House",NA,2008,NA
"29171","B5","Direct payments","407 COVENTRY","External",1686,2008,NA
"29172","B5","Direct payments","407 COVENTRY","Total",NA,2008,NA
"29173","B6","Home care","407 COVENTRY","In House",6499,2008,38.5468564650059
"29174","B6","Home care","407 COVENTRY","External",10361,2008,61.4531435349941
"29175","B6","Home care","407 COVENTRY","Total",16860,2008,100
"29176","B11","Total over 65","407 COVENTRY","In House",22459,2008,39.1149117001637
"29177","B11","Total over 65","407 COVENTRY","External",34959,2008,60.8850882998363
"29178","B11","Total over 65","407 COVENTRY","Total",57418,2008,100
"29179","C11","U65 PHYSICAL DISABILITY","407 COVENTRY","In House",3402,2008,34.917376578056
"29180","C11","U65 PHYSICAL DISABILITY","407 COVENTRY","External",6341,2008,65.082623421944
"29181","C11","U65 PHYSICAL DISABILITY","407 COVENTRY","Total",9743,2008,100
"29182","D11","U65 LEARNING DISABILITY","407 COVENTRY","In House",7164,2008,28.2458699680637
"29183","D11","U65 LEARNING DISABILITY","407 COVENTRY","External",18199,2008,71.7541300319363
"29184","D11","U65 LEARNING DISABILITY","407 COVENTRY","Total",25363,2008,100
"29185","E11","U65 MENTAL HEALTH","407 COVENTRY","In House",2362,2008,43.3076640997433
"29186","E11","U65 MENTAL HEALTH","407 COVENTRY","External",3092,2008,56.6923359002567
"29187","E11","U65 MENTAL HEALTH","407 COVENTRY","Total",5454,2008,100
"29188","B2","Nursing home placements","408 DUDLEY","In House",NA,2008,NA
"29189","B2","Nursing home placements","408 DUDLEY","External",3996,2008,NA
"29190","B2","Nursing home placements","408 DUDLEY","Total",NA,2008,NA
"29191","B3","Residential care home placements","408 DUDLEY","In House",7413,2008,32.5932113964122
"29192","B3","Residential care home placements","408 DUDLEY","External",15331,2008,67.4067886035878
"29193","B3","Residential care home placements","408 DUDLEY","Total",22744,2008,100
"29194","B4","Supported and other accommodation","408 DUDLEY","In House",NA,2008,NA
"29195","B4","Supported and other accommodation","408 DUDLEY","External",0,2008,NA
"29196","B4","Supported and other accommodation","408 DUDLEY","Total",NA,2008,NA
"29197","B5","Direct payments","408 DUDLEY","In House",NA,2008,NA
"29198","B5","Direct payments","408 DUDLEY","External",674,2008,NA
"29199","B5","Direct payments","408 DUDLEY","Total",NA,2008,NA
"29200","B6","Home care","408 DUDLEY","In House",8804,2008,67.8954268527801
"29201","B6","Home care","408 DUDLEY","External",4163,2008,32.1045731472199
"29202","B6","Home care","408 DUDLEY","Total",12967,2008,100
"29203","B11","Total over 65","408 DUDLEY","In House",27033,2008,52.0796809678849
"29204","B11","Total over 65","408 DUDLEY","External",24874,2008,47.9203190321151
"29205","B11","Total over 65","408 DUDLEY","Total",51907,2008,100
"29206","C11","U65 PHYSICAL DISABILITY","408 DUDLEY","In House",5553,2008,66.2412024334964
"29207","C11","U65 PHYSICAL DISABILITY","408 DUDLEY","External",2830,2008,33.7587975665036
"29208","C11","U65 PHYSICAL DISABILITY","408 DUDLEY","Total",8383,2008,100
"29209","D11","U65 LEARNING DISABILITY","408 DUDLEY","In House",5815,2008,20.9270522186634
"29210","D11","U65 LEARNING DISABILITY","408 DUDLEY","External",21972,2008,79.0729477813366
"29211","D11","U65 LEARNING DISABILITY","408 DUDLEY","Total",27787,2008,100
"29212","E11","U65 MENTAL HEALTH","408 DUDLEY","In House",3152,2008,61.3110289826882
"29213","E11","U65 MENTAL HEALTH","408 DUDLEY","External",1989,2008,38.6889710173118
"29214","E11","U65 MENTAL HEALTH","408 DUDLEY","Total",5141,2008,100
"29215","B2","Nursing home placements","409 SANDWELL","In House",NA,2008,NA
"29216","B2","Nursing home placements","409 SANDWELL","External",13196,2008,NA
"29217","B2","Nursing home placements","409 SANDWELL","Total",NA,2008,NA
"29218","B3","Residential care home placements","409 SANDWELL","In House",9056,2008,42.5743970664285
"29219","B3","Residential care home placements","409 SANDWELL","External",12215,2008,57.4256029335715
"29220","B3","Residential care home placements","409 SANDWELL","Total",21271,2008,100
"29221","B4","Supported and other accommodation","409 SANDWELL","In House",NA,2008,NA
"29222","B4","Supported and other accommodation","409 SANDWELL","External",NA,2008,NA
"29223","B4","Supported and other accommodation","409 SANDWELL","Total",NA,2008,NA
"29224","B5","Direct payments","409 SANDWELL","In House",NA,2008,NA
"29225","B5","Direct payments","409 SANDWELL","External",539,2008,NA
"29226","B5","Direct payments","409 SANDWELL","Total",NA,2008,NA
"29227","B6","Home care","409 SANDWELL","In House",4442,2008,32.6882036941644
"29228","B6","Home care","409 SANDWELL","External",9147,2008,67.3117963058356
"29229","B6","Home care","409 SANDWELL","Total",13589,2008,100
"29230","B11","Total over 65","409 SANDWELL","In House",27676,2008,43.6130984273063
"29231","B11","Total over 65","409 SANDWELL","External",35782,2008,56.3869015726937
"29232","B11","Total over 65","409 SANDWELL","Total",63458,2008,100
"29233","C11","U65 PHYSICAL DISABILITY","409 SANDWELL","In House",4655,2008,53.3707865168539
"29234","C11","U65 PHYSICAL DISABILITY","409 SANDWELL","External",4067,2008,46.6292134831461
"29235","C11","U65 PHYSICAL DISABILITY","409 SANDWELL","Total",8722,2008,100
"29236","D11","U65 LEARNING DISABILITY","409 SANDWELL","In House",6297,2008,24.5506647432648
"29237","D11","U65 LEARNING DISABILITY","409 SANDWELL","External",19352,2008,75.4493352567352
"29238","D11","U65 LEARNING DISABILITY","409 SANDWELL","Total",25649,2008,100
"29239","E11","U65 MENTAL HEALTH","409 SANDWELL","In House",3470,2008,46.5959446757083
"29240","E11","U65 MENTAL HEALTH","409 SANDWELL","External",3977,2008,53.4040553242917
"29241","E11","U65 MENTAL HEALTH","409 SANDWELL","Total",7447,2008,100
"29242","B2","Nursing home placements","410 SOLIHULL","In House",NA,2008,NA
"29243","B2","Nursing home placements","410 SOLIHULL","External",5141,2008,NA
"29244","B2","Nursing home placements","410 SOLIHULL","Total",NA,2008,NA
"29245","B3","Residential care home placements","410 SOLIHULL","In House",747,2008,9.27950310559006
"29246","B3","Residential care home placements","410 SOLIHULL","External",7303,2008,90.72049689441
"29247","B3","Residential care home placements","410 SOLIHULL","Total",8050,2008,100
"29248","B4","Supported and other accommodation","410 SOLIHULL","In House",313,2008,NA
"29249","B4","Supported and other accommodation","410 SOLIHULL","External",NA,2008,NA
"29250","B4","Supported and other accommodation","410 SOLIHULL","Total",NA,2008,NA
"29251","B5","Direct payments","410 SOLIHULL","In House",NA,2008,NA
"29252","B5","Direct payments","410 SOLIHULL","External",502,2008,NA
"29253","B5","Direct payments","410 SOLIHULL","Total",NA,2008,NA
"29254","B6","Home care","410 SOLIHULL","In House",2579,2008,33.4935064935065
"29255","B6","Home care","410 SOLIHULL","External",5121,2008,66.5064935064935
"29256","B6","Home care","410 SOLIHULL","Total",7700,2008,100
"29257","B11","Total over 65","410 SOLIHULL","In House",7460,2008,27.3280093779764
"29258","B11","Total over 65","410 SOLIHULL","External",19838,2008,72.6719906220236
"29259","B11","Total over 65","410 SOLIHULL","Total",27298,2008,100
"29260","C11","U65 PHYSICAL DISABILITY","410 SOLIHULL","In House",2080,2008,39.6568160152526
"29261","C11","U65 PHYSICAL DISABILITY","410 SOLIHULL","External",3165,2008,60.3431839847474
"29262","C11","U65 PHYSICAL DISABILITY","410 SOLIHULL","Total",5245,2008,100
"29263","D11","U65 LEARNING DISABILITY","410 SOLIHULL","In House",3957,2008,26.5250033516557
"29264","D11","U65 LEARNING DISABILITY","410 SOLIHULL","External",10961,2008,73.4749966483443
"29265","D11","U65 LEARNING DISABILITY","410 SOLIHULL","Total",14918,2008,100
"29266","E11","U65 MENTAL HEALTH","410 SOLIHULL","In House",1418,2008,50.9156193895871
"29267","E11","U65 MENTAL HEALTH","410 SOLIHULL","External",1367,2008,49.0843806104129
"29268","E11","U65 MENTAL HEALTH","410 SOLIHULL","Total",2785,2008,100
"29269","B2","Nursing home placements","411 WALSALL","In House",NA,2008,NA
"29270","B2","Nursing home placements","411 WALSALL","External",9255,2008,NA
"29271","B2","Nursing home placements","411 WALSALL","Total",NA,2008,NA
"29272","B3","Residential care home placements","411 WALSALL","In House",9359,2008,49.1854109733025
"29273","B3","Residential care home placements","411 WALSALL","External",9669,2008,50.8145890266975
"29274","B3","Residential care home placements","411 WALSALL","Total",19028,2008,100
"29275","B4","Supported and other accommodation","411 WALSALL","In House",NA,2008,NA
"29276","B4","Supported and other accommodation","411 WALSALL","External",1015,2008,NA
"29277","B4","Supported and other accommodation","411 WALSALL","Total",NA,2008,NA
"29278","B5","Direct payments","411 WALSALL","In House",NA,2008,NA
"29279","B5","Direct payments","411 WALSALL","External",794,2008,NA
"29280","B5","Direct payments","411 WALSALL","Total",NA,2008,NA
"29281","B6","Home care","411 WALSALL","In House",4329,2008,37.3608354190041
"29282","B6","Home care","411 WALSALL","External",7258,2008,62.639164580996
"29283","B6","Home care","411 WALSALL","Total",11587,2008,100
"29284","B11","Total over 65","411 WALSALL","In House",23022,2008,42.0593017520142
"29285","B11","Total over 65","411 WALSALL","External",31715,2008,57.9406982479858
"29286","B11","Total over 65","411 WALSALL","Total",54737,2008,100
"29287","C11","U65 PHYSICAL DISABILITY","411 WALSALL","In House",4400,2008,43.9868039588124
"29288","C11","U65 PHYSICAL DISABILITY","411 WALSALL","External",5603,2008,56.0131960411876
"29289","C11","U65 PHYSICAL DISABILITY","411 WALSALL","Total",10003,2008,100
"29290","D11","U65 LEARNING DISABILITY","411 WALSALL","In House",8205,2008,26.8102208861587
"29291","D11","U65 LEARNING DISABILITY","411 WALSALL","External",22399,2008,73.1897791138413
"29292","D11","U65 LEARNING DISABILITY","411 WALSALL","Total",30604,2008,100
"29293","E11","U65 MENTAL HEALTH","411 WALSALL","In House",3518,2008,52.4683072334079
"29294","E11","U65 MENTAL HEALTH","411 WALSALL","External",3187,2008,47.5316927665921
"29295","E11","U65 MENTAL HEALTH","411 WALSALL","Total",6705,2008,100
"29296","B2","Nursing home placements","412 WOLVERHAMPTON","In House",NA,2008,NA
"29297","B2","Nursing home placements","412 WOLVERHAMPTON","External",6968.73777677882,2008,NA
"29298","B2","Nursing home placements","412 WOLVERHAMPTON","Total",NA,2008,NA
"29299","B3","Residential care home placements","412 WOLVERHAMPTON","In House",8541.49273073174,2008,40.3658794276785
"29300","B3","Residential care home placements","412 WOLVERHAMPTON","External",12618.6872327325,2008,59.6341205723216
"29301","B3","Residential care home placements","412 WOLVERHAMPTON","Total",21160.1799634642,2008,100
"29302","B4","Supported and other accommodation","412 WOLVERHAMPTON","In House",0,2008,NA
"29303","B4","Supported and other accommodation","412 WOLVERHAMPTON","External",0,2008,NA
"29304","B4","Supported and other accommodation","412 WOLVERHAMPTON","Total",0,2008,NA
"29305","B5","Direct payments","412 WOLVERHAMPTON","In House",NA,2008,NA
"29306","B5","Direct payments","412 WOLVERHAMPTON","External",878.97243,2008,NA
"29307","B5","Direct payments","412 WOLVERHAMPTON","Total",NA,2008,NA
"29308","B6","Home care","412 WOLVERHAMPTON","In House",2496.79426933608,2008,23.1864180694855
"29309","B6","Home care","412 WOLVERHAMPTON","External",8271.55408811019,2008,76.8135819305141
"29310","B6","Home care","412 WOLVERHAMPTON","Total",10768.3483574463,2008,100
"29311","B11","Total over 65","412 WOLVERHAMPTON","In House",26257.9138954924,2008,46.4907347635836
"29312","B11","Total over 65","412 WOLVERHAMPTON","External",30221.9718903961,2008,53.5092652364164
"29313","B11","Total over 65","412 WOLVERHAMPTON","Total",56479.8857858885,2008,100
"29314","C11","U65 PHYSICAL DISABILITY","412 WOLVERHAMPTON","In House",2748.31425178425,2008,44.836024802713
"29315","C11","U65 PHYSICAL DISABILITY","412 WOLVERHAMPTON","External",3381.38672834802,2008,55.1639751972869
"29316","C11","U65 PHYSICAL DISABILITY","412 WOLVERHAMPTON","Total",6129.70098013227,2008,100
"29317","D11","U65 LEARNING DISABILITY","412 WOLVERHAMPTON","In House",10860.0098271608,2008,53.9796483835226
"29318","D11","U65 LEARNING DISABILITY","412 WOLVERHAMPTON","External",9258.70185840074,2008,46.0203516164772
"29319","D11","U65 LEARNING DISABILITY","412 WOLVERHAMPTON","Total",20118.7116855616,2008,100
"29320","E11","U65 MENTAL HEALTH","412 WOLVERHAMPTON","In House",17905.5634530957,2008,86.9444337169496
"29321","E11","U65 MENTAL HEALTH","412 WOLVERHAMPTON","External",2688.69737260345,2008,13.0555662830505
"29322","E11","U65 MENTAL HEALTH","412 WOLVERHAMPTON","Total",20594.2608256991,2008,100
"29323","B2","Nursing home placements","102 CUMBRIA","In House",NA,2008,NA
"29324","B2","Nursing home placements","102 CUMBRIA","External",17675.27726,2008,NA
"29325","B2","Nursing home placements","102 CUMBRIA","Total",NA,2008,NA
"29326","B3","Residential care home placements","102 CUMBRIA","In House",22941.3423,2008,45.0555992528709
"29327","B3","Residential care home placements","102 CUMBRIA","External",27976.50738,2008,54.9444007471291
"29328","B3","Residential care home placements","102 CUMBRIA","Total",50917.84968,2008,100
"29329","B4","Supported and other accommodation","102 CUMBRIA","In House",0,2008,0
"29330","B4","Supported and other accommodation","102 CUMBRIA","External",978.50708,2008,100
"29331","B4","Supported and other accommodation","102 CUMBRIA","Total",978.50708,2008,100
"29332","B5","Direct payments","102 CUMBRIA","In House",NA,2008,NA
"29333","B5","Direct payments","102 CUMBRIA","External",1828.66912,2008,NA
"29334","B5","Direct payments","102 CUMBRIA","Total",NA,2008,NA
"29335","B6","Home care","102 CUMBRIA","In House",10293.05622,2008,52.2837491032063
"29336","B6","Home care","102 CUMBRIA","External",9393.85682,2008,47.7162508967937
"29337","B6","Home care","102 CUMBRIA","Total",19686.91304,2008,100
"29338","B11","Total over 65","102 CUMBRIA","In House",48863.1292694708,2008,43.861767059217
"29339","B11","Total over 65","102 CUMBRIA","External",62539.4259524871,2008,56.1382329407829
