217,North Lincolnshire UA,"4,655",425,25,130,-,-,"2,160",75,20,35,45,160,50,-,45,-,90,600,270,295,15,10,20,725,495,305,135,"40,500","1,375","4,585","2,525",10,0,0,0,20,0,0,0,0,0,0,0,10,0,70,0,95,95,15,0,"1,010",40,0,0,"6,140","2,860","31,500",370,25,980,485,"1,580","2,520","1,400",55,"1,070","3,545","5,635",325,"78,775","316,275",810,100,35,25,550,75,40,0,0,20,-,0,-,510,680,"3,185",555,350,565
910,North Somerset UA,"5,895",275,15,335,35,0,"2,115",170,35,90,25,195,40,15,15,5,135,"1,020",295,465,20,40,45,"1,230",570,485,240,"52,980","2,800","11,565","3,720",0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,940",870,"30,170","1,840",0,960,"1,785",0,"9,780",810,0,"2,915","1,525","8,300",445,"76,830","468,105",35,170,0,35,0,220,30,35,0,10,-,-,0,0,"2,055","4,245",565,475,595
512,Nottingham UA,"6,555",595,25,155,60,40,"1,925",175,95,155,115,290,50,25,95,15,220,"1,550",690,490,40,45,20,"1,875","1,175",490,325,"59,225","3,330","12,110","4,730",625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,715","7,520","37,995",845,0,"2,485","2,265","1,520","8,320",190,0,"4,540","5,515","17,615",690,"286,830","915,980",645,75,90,10,235,65,80,15,0,10,0,0,0,0,"4,815","4,610",740,590,515
624,Peterborough UA,"3,885",475,60,10,-,10,"1,510",135,60,100,100,180,45,5,-,30,175,995,240,245,25,15,15,"1,245",485,265,235,"25,255","1,910","6,805",300,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,455","8,765","10,030","1,110",70,730,360,-,"6,440",160,0,140,625,"22,165",410,"12,670","695,715",200,40,30,30,105,75,0,55,0,10,-,5,0,960,0,"2,420",755,370,320
913,Plymouth UA,"8,395",795,80,195,145,45,"3,320",255,100,155,155,250,80,30,35,25,265,"1,535",395,425,45,95,90,"1,990",785,465,495,"49,490","3,870","14,830","3,540",290,0,0,0,"3,505",50,0,0,"1,060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,650","4,765","33,075","1,420",0,"2,450",55,935,"13,835",270,0,"3,270","1,405","17,090",495,"73,580","913,435",20,350,60,35,95,165,0,70,0,275,70,35,-,420,"2,045","5,130","3,775",45,"1,250"
811,Poole UA,"5,930",315,30,615,150,0,"1,645",85,40,75,65,150,80,20,30,10,160,655,305,215,20,25,20,825,525,225,225,"20,050",815,"2,425",385,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,50,0,105,55,0,0,0,0,"4,600",0,"15,445",185,0,630,0,0,"2,425",50,0,330,"1,160","7,030",250,"57,580","391,185",290,65,45,-,150,25,25,5,-,5,-,-,0,"1,475",0,"4,180",700,385,540
813,Portsmouth UA,"4,515",200,25,600,5,15,920,150,50,65,150,155,25,35,-,10,100,"1,230",235,0,25,15,15,"1,570",445,0,155,"30,200","2,070","6,515","3,835",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,685",0,0,0,50,0,"9,770","7,840","12,590",590,605,875,345,400,"5,770",105,0,"3,730",435,"13,575",335,..,..,180,55,105,-,265,135,0,0,0,25,5,-,-,"1,490",0,"5,375",610,535,"1,460"
616,Reading UA,..,345,50,330,-,125,"1,475",145,25,70,50,140,20,45,145,40,135,895,270,280,25,35,30,"1,095",600,310,225,"12,435","1,165","6,645","2,435",265,0,0,0,775,0,0,0,430,0,0,0,0,0,0,0,575,50,"1,565",0,20,0,170,0,"5,135","3,070","4,235",475,0,690,85,705,"5,850",195,325,"1,915","3,045","10,210",370,"131,310","381,360",290,-,15,10,120,90,170,-,0,60,15,20,20,890,0,"2,610",530,310,460
113,Redcar and Cleveland UA,"4,200",450,50,145,0,-,"1,645",105,30,140,65,165,110,20,50,15,270,925,420,85,40,35,20,"1,120",670,95,365,"37,385","1,900","5,270","3,225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,410,0,0,0,0,0,"10,035","4,800","22,550",375,0,"1,520",0,"1,330","3,940","1,365",0,"1,860","1,140","11,745",440,"61,600","648,700",245,135,0,10,185,70,0,85,0,45,5,-,-,85,0,"2,985",550,305,360
510,Rutland UA,965,120,10,15,0,0,635,20,15,10,30,60,0,-,10,5,15,230,120,55,5,15,5,285,205,60,40,"6,500",260,745,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,095",0,"5,405",0,0,260,0,0,745,0,0,210,"1,170","1,195",65,"26,575","34,775",0,130,0,15,0,55,0,0,0,10,-,10,-,0,200,750,115,60,35
617,Slough UA,"2,505",225,45,260,0,25,810,85,60,55,40,120,40,15,50,50,145,530,340,130,30,25,10,665,570,140,215,"17,200","1,220","6,855","2,285",435,0,0,0,580,215,850,420,480,0,0,0,0,0,0,0,0,0,"1,045",415,145,50,0,0,"7,935","4,540","4,725",365,0,850,0,790,"6,065",85,0,"2,200","1,005","4,705",200,"49,600","243,165",175,105,70,25,480,135,0,100,0,75,30,30,-,955,0,"1,480",285,255,485
911,South Gloucestershire UA,"7,140",440,35,150,-,-,"2,345",120,90,170,5,160,95,10,90,15,275,"1,100",410,465,25,25,20,"1,235",750,480,350,"38,855","1,180","8,250",530,"2,520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,365",0,"3,975",0,40,0,105,0,"13,720","10,595","14,540",780,0,405,240,0,"8,010",140,0,395,"1,930","8,285",405,"94,510","394,180",395,210,50,70,140,285,-,25,-,80,25,15,-,0,"2,295","10,550","1,720",720,360
814,Southampton UA,"6,300",330,15,345,265,10,"1,480",300,85,195,170,280,20,155,455,25,245,"1,840",540,295,50,45,30,"2,475","1,365",315,375,"40,275","1,065","4,720","2,010",875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,5,"1,445",0,50,0,0,0,"11,905","8,530","19,840",530,0,530,0,285,"4,435",0,0,"2,010","1,895","12,590",355,"46,585","759,860",60,785,80,45,285,90,480,40,0,0,0,0,0,0,"1,555","3,930",825,395,"1,150"
621,Southend-on-Sea UA,"5,690",245,20,"1,325",295,10,"2,195",145,10,75,50,210,40,25,220,5,125,"1,200",210,335,25,40,55,"1,420",660,355,245,"38,255","1,105","7,000","2,055",125,0,0,0,"1,540",0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,325","2,475","32,450",190,0,915,210,560,"6,230",105,50,"1,895",585,"11,740",390,..,..,155,90,0,-,570,65,210,0,0,30,15,10,-,"1,615",0,"3,595",445,365,"1,045"
114,Stockton-on-Tees UA,"6,210",515,30,70,0,40,"2,045",175,40,115,40,170,75,70,70,15,210,915,250,0,40,55,25,"1,205",530,0,330,"42,750","1,145","8,130","3,030",0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,105,50,510,0,50,0,15,0,"10,515","1,040","31,195",215,430,500,300,620,"7,210",140,595,"2,300","2,320","8,415",365,"120,745","437,475",240,-,35,-,220,20,70,-,0,-,-,0,0,0,0,"4,435",945,355,390
414,Stoke-on-Trent UA,"8,505",680,60,"1,540",25,70,"2,715",155,100,185,140,220,60,20,20,45,290,"1,255",495,490,70,50,25,"1,570",840,530,430,"59,865","3,540","13,000","2,430",920,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,35,0,155,590,770,0,0,930,"23,245","9,650","26,970","1,475",0,"2,065",885,930,"11,190",640,0,"1,790","1,945","18,105",480,"101,245","941,510",435,160,0,45,250,40,0,0,0,210,60,30,-,0,"1,235","10,205","3,205",655,"1,320"
819,Swindon UA,"4,725",435,15,350,-,-,"2,205",125,80,75,110,200,30,20,195,30,135,780,335,220,15,20,10,"1,040",810,235,180,"28,780","1,030","11,660","2,210",350,0,0,0,5,0,40,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,"11,765","7,055","9,960",355,30,640,535,..,"11,125",245,25,"1,945","1,085","10,090",325,..,..,220,20,55,25,105,95,-,-,-,25,-,-,0,"1,140",0,"3,090",450,335,850
418,Telford and the Wrekin UA,"4,985",470,10,325,295,-,"1,535",115,35,60,60,200,40,20,20,20,125,925,165,360,30,20,20,"1,120",415,385,190,"25,125","1,020","4,660","1,520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,"1,765",540,"6,925","1,300",250,280,"9,705",50,"15,370",860,0,155,180,"1,425","3,055",55,0,"1,465","1,285","8,690",300,..,..,0,165,10,30,190,15,10,20,0,0,0,0,0,195,890,"5,530","1,410",490,430
622,Thurrock UA,"2,915",270,40,40,0,-,"1,040",75,10,50,20,80,25,-,-,-,80,600,150,255,10,10,-,690,245,280,100,"19,175","1,015","4,470",620,295,0,0,0,"3,785",25,0,40,750,0,0,0,0,0,0,0,100,0,970,0,255,0,560,0,"3,140","1,550","14,485",110,0,905,225,100,"4,145",0,0,620,"1,290","6,740",225,"67,130","350,585",365,0,15,0,165,-,-,0,0,15,-,0,-,"1,295",0,"4,480",585,260,460
914,Torbay UA,"4,470",345,15,60,10,-,"1,715",250,40,110,115,260,55,120,10,5,170,"1,775",635,690,25,30,35,"2,265",950,740,260,"38,870","2,345","8,415","3,760",255,0,0,0,"6,995",90,50,35,"1,225",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,185",365,"32,320",940,0,"1,405",260,810,"7,340",0,0,"3,760",315,"7,890",195,..,..,145,165,0,75,115,120,..,75,10,70,0,0,0,..,0,"6,165",425,265,115
322,Warrington UA,"5,495",480,20,310,25,-,"1,415",145,60,85,170,215,55,35,-,-,145,960,435,220,10,15,10,"1,315",720,235,180,"39,520","1,205","2,570","2,060",165,0,0,0,"4,060",25,20,105,"2,820",35,25,10,0,0,0,0,0,0,0,0,0,0,0,0,"18,060","2,810","18,650",620,0,580,830,500,"1,240",625,0,"1,435","1,940","14,505",455,"100,985","754,210",160,0,40,5,150,60,0,-,0,10,-,0,0,375,260,"3,595",710,370,750
615,West Berkshire UA,"3,720",205,30,420,5,10,"1,130",105,65,90,80,155,35,15,55,25,150,840,195,265,30,15,25,"1,045",465,270,225,"15,750",455,"4,105",605,745,0,0,0,280,0,0,0,280,0,0,0,0,0,0,0,720,0,"1,700",0,0,0,0,0,"5,710","4,525","5,510",215,-,235,150,0,"3,955",55,-,545,"1,220","13,700",320,"60,885",..,160,..,60,..,90,..,30,..,-,65,20,10,-,760,0,"2,550",385,300,470
618,Windsor and Maidenhead UA,"3,650",205,15,350,290,-,"1,345",105,10,20,55,115,-,50,-,-,25,745,75,100,-,10,20,955,205,110,55,"17,235","1,140","4,510",770,0,0,0,0,155,0,0,0,555,0,0,0,0,0,0,0,0,0,"1,685",0,0,0,0,0,"8,735",50,"8,450",565,0,575,60,695,"3,750",160,0,610,"1,260","5,360",185,..,..,100,..,0,..,150,..,0,..,0,10,-,-,-,650,0,"4,225",500,345,540
619,Wokingham UA,"2,410",125,20,250,0,-,710,40,35,45,10,185,30,-,10,5,80,425,220,220,20,30,55,480,445,235,185,"14,750",770,"8,470",515,820,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,470,0,"3,885",0,0,0,50,0,"5,815","2,525","6,415",365,50,355,0,0,"8,470",55,0,460,590,"3,255",100,"30,730","169,210",35,220,25,5,165,80,-,15,0,10,-,-,-,"1,895",0,"3,160",785,470,385
219,York UA,"5,755",370,20,50,-,15,"1,445",130,60,65,135,215,45,15,135,-,90,955,130,0,10,15,25,"1,240",490,0,135,"35,100","1,240","4,655","1,815",885,10,95,0,850,0,40,0,845,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,970","12,580","9,550",575,40,625,205,80,"4,370",185,20,"1,610","1,470","8,595",215,"76,330","446,820",275,220,310,0,"1,045",310,385,25,0,190,70,40,15,0,0,"4,380",680,345,310
702,Camden,"2,595",360,-,790,155,15,"1,270",325,35,145,25,70,20,70,10,20,190,"1,340",80,415,30,30,25,"1,760",195,490,275,"27,110","3,260","4,400","5,905",320,0,0,0,480,0,0,185,85,50,0,25,5,0,0,0,55,25,520,0,"1,150",90,0,145,"8,015","8,680","10,415","1,095",80,"2,085",0,420,"3,985",540,0,"5,365","1,905","17,140",455,"70,510","718,285",380,"1,665",0,365,70,90,50,205,0,80,10,5,-,"2,100",0,"3,340",900,320,515
714,City of London,255,15,0,20,-,-,80,15,0,5,0,0,-,-,0,-,10,80,-,15,-,-,-,100,-,15,15,"1,530",0,210,"1,160",0,0,0,0,30,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,"1,130",0,0,0,0,0,210,0,0,"1,160",400,315,20,"24,180","18,935",0,-,0,0,0,-,0,-,0,-,0,-,0,0,40,150,30,10,50
703,Greenwich,"5,405",355,15,"1,500",0,0,"1,160",220,75,135,75,320,60,35,0,5,205,"1,275",310,275,45,35,25,"1,605",705,315,310,"32,220","2,505","8,555","3,740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,550",0,"19,665","1,100",0,"1,400",105,"2,110","6,340",50,0,"3,685",720,"16,810",605,"37,390","874,120",0,310,60,25,295,45,0,0,0,60,5,10,-,0,"1,845","4,500","1,135",680,930
704,Hackney,"4,440",325,70,170,220,10,930,180,45,95,160,185,60,5,250,15,170,"1,050",275,240,20,30,10,"1,415",760,275,235,"26,525","3,050","11,435","4,590",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"6,400",210,"19,915","1,235",0,"1,810",155,0,"11,280",60,0,"4,525","7,185","7,615",585,"350,220","445,845",..,..,..,..,..,..,..,..,0,25,5,-,-,"1,090","1,780","2,510",725,490,610
705,Hammersmith and Fulham,"3,930",275,30,130,115,0,950,175,20,95,60,60,50,100,145,20,165,"1,100",115,265,30,15,15,"1,455",350,290,225,"23,565","1,680","5,080","3,430",0,0,55,0,755,50,155,0,"1,630",155,0,50,0,0,0,0,0,0,0,0,0,0,0,0,"17,805",0,"5,760","1,380",0,300,0,405,"4,675",530,0,"2,905","1,130","14,580",565,"69,575","748,055",110,0,20,0,55,0,135,0,0,100,15,5,-,0,"2,100","2,545",520,285,465
706,Islington,"4,275",440,10,540,65,-,920,285,60,125,185,130,45,95,25,25,190,"1,185",255,230,25,20,15,"1,750",480,255,255,"28,190","1,560","3,915","4,090",0,0,-,0,965,-,0,410,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,260",0,"13,925",985,0,575,35,"1,045","2,835",70,0,"4,025","2,285","15,125",550,"118,795","643,885",225,615,100,-,70,50,0,485,0,80,10,-,0,"1,170",0,"2,390",575,300,965
707,Kensington and Chelsea,"5,275",405,15,165,170,115,"1,190",240,5,90,25,150,20,140,515,65,175,"1,130",285,220,35,50,45,"1,540",940,250,305,"16,715","1,050","3,250","2,345",135,0,0,0,445,0,0,0,100,0,0,0,50,0,35,0,660,65,"2,025",940,0,0,0,0,"5,910","2,585","8,225",0,0,"1,050",0,505,"2,745",0,0,"2,345","1,550","11,345",340,..,..,285,..,5,..,25,..,515,..,0,-,-,0,0,"1,060",0,"2,475",545,250,910
708,Lambeth,"6,740",575,85,"1,650",310,30,"1,355",295,85,130,120,200,75,50,200,-,210,"1,230",230,670,20,30,20,"1,740",635,825,275,"39,365","5,150","17,185","8,995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,"2,730",0,0,0,15,0,"19,450",0,"19,915","2,705",0,"2,445",675,0,"16,510",935,0,"8,060",0,"15,920",455,0,"620,160",170,215,90,5,155,75,30,165,0,-,-,-,0,"2,010",0,"7,795","2,350",965,"1,085"
709,Lewisham,"5,700",410,30,80,0,70,"1,580",300,65,105,260,205,30,..,..,0,160,"1,440",290,605,30,30,10,"2,090",580,715,235,"39,805","3,590","10,490","2,755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,755",0,"22,055","1,790",0,"1,805",50,0,"10,440",280,0,"2,475","2,300","20,220",905,"119,495","1,051,440",95,195,45,20,175,20,..,..,0,10,-,-,-,"3,330",0,"2,985",710,395,40
710,Southwark,"4,745",580,25,"1,210",185,5,"1,640",340,200,70,55,265,20,65,50,-,95,"1,320",120,450,40,35,20,"1,785",485,510,190,"35,875","4,855","16,270","7,470",0,0,0,0,560,50,105,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,365",0,"19,510","1,980",0,"2,875",210,170,"15,890","2,625",0,"4,845",0,"21,765",675,0,"1,082,475",285,835,200,25,0,645,50,0,0,0,0,0,0,"2,730",0,"2,920",530,325,825
711,Tower Hamlets,"5,035",455,5,90,30,20,750,270,40,85,165,220,45,95,30,15,150,"1,135",305,340,40,35,15,"1,605",595,395,240,"25,275","3,000","8,210","6,565",0,0,0,0,325,50,295,505,425,20,65,30,0,0,0,0,0,0,690,0,0,0,0,0,"9,825",0,"15,455","1,260",0,"1,740",0,0,"8,210",195,0,"6,370","5,570","15,395",775,..,..,110,30,80,-,40,175,145,30,-,150,20,-,-,"1,145","2,865","3,675",810,635,"1,130"
712,Wandsworth,"5,220",290,20,630,50,15,"1,385",495,95,95,185,195,50,290,60,50,195,"1,930",280,335,40,25,20,"2,915",640,370,280,"40,525","1,460","24,465","10,260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,670",195,"20,665",785,110,560,480,395,"23,590",605,95,"9,560","2,340","15,370",695,"121,785","679,400",20,260,40,20,175,95,-,70,0,205,105,0,0,"2,210",0,"2,620",500,450,"1,565"
713,Westminster,"6,150",320,40,"1,050",170,20,"1,255",300,60,180,110,105,55,260,115,50,290,"1,590",255,295,60,60,25,"2,280",560,330,435,"33,535","1,445","7,830","9,495",210,0,0,0,225,0,0,0,35,0,0,0,0,0,0,0,"1,070",0,"1,430",580,350,0,40,310,"13,950","3,900","15,685",775,0,670,320,0,"7,510",715,0,"8,780",55,"17,180",510,"2,965","893,465",40,265,0,65,110,95,0,120,0,120,30,25,30,"1,640",0,"4,600",895,580,"1,835"
716,Barking and Dagenham,"5,315",265,-,95,-,15,"1,010",75,20,130,15,105,30,15,150,15,175,960,165,340,40,50,50,"1,065",440,360,310,"27,950",805,"5,330",880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,920",935,"16,095",490,0,315,25,295,"5,005",65,0,815,"1,340","8,405",330,"69,680","437,165",0,190,10,20,75,50,0,155,0,25,-,-,-,"1,620",0,"5,900","1,185",410,210
717,Barnet,"6,035",270,35,410,10,-,"1,865",230,60,165,135,195,85,45,180,65,310,"1,410",360,405,60,65,90,"1,820",800,420,525,"43,845","3,290","13,575","3,990",0,0,0,0,900,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,335",..,"32,505",905,0,"2,385",155,760,"12,655",105,0,"3,885",965,"18,820",650,"50,285","978,590",0,300,55,-,125,70,175,5,0,160,50,30,25,"1,870",0,"4,005",655,530,850
718,Bexley,"5,860",510,10,800,235,20,"2,285",130,35,115,15,255,30,-,0,55,200,910,140,0,30,20,20,"1,060",430,0,270,"30,515","1,440","7,555","1,945",0,0,0,0,470,0,0,20,"1,420",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,815",0,"18,700",560,0,885,0,0,"7,555",0,0,"1,945",45,"13,800",365,"2,390","717,705",0,140,0,35,0,255,0,0,..,..,..,..,..,0,825,..,..,..,..
719,Brent,"5,825",620,125,800,70,5,"1,670",305,80,135,20,250,130,-,135,10,145,"1,575",385,275,40,35,25,"1,900",715,355,510,"26,375","5,000","7,950","4,350",170,0,715,0,"12,850",0,"6,785",0,"14,190",0,0,0,0,0,0,0,665,0,"1,090",0,0,0,0,0,"14,190","1,830","10,355","2,210",0,"2,790",0,745,"7,200",0,0,"4,350",0,"16,040",570,0,"833,975",425,300,80,15,190,95,230,15,0,-,0,-,0,"2,455","2,700","3,085","1,020",655,"1,025"
720,Bromley,"6,310",425,160,790,20,0,"3,925",225,250,185,70,295,65,5,390,5,255,"1,965",960,295,25,30,50,"2,345","1,900",320,365,"41,445","1,775","10,245","3,275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,990",0,"23,450",475,0,"1,300",260,570,"9,410",105,0,"3,170","7,625","11,280",620,"396,550","586,560",0,960,205,45,210,85,50,340,0,-,0,0,0,0,"1,200","3,270",405,"2,520",120
721,Croydon,"7,425",95,-,100,65,5,950,250,110,130,55,310,50,30,75,25,255,"1,460",385,550,40,25,25,"1,815",880,600,345,"43,380","3,340","14,995","9,690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,455",0,"7,495",0,300,0,30,0,"18,900","7,475","17,005",755,250,"2,330",395,270,"14,330",530,335,"8,825","4,050","14,310",705,"193,915","618,500",295,15,75,30,185,215,75,110,0,15,-,-,0,"2,880",0,"4,140",775,695,"1,675"
722,Ealing,"8,030",280,85,"1,315",30,-,"1,930",485,330,100,60,275,115,20,0,-,220,"2,330",945,115,60,70,60,"2,895","1,555",130,405,"35,500","3,285","8,675","4,840",0,0,0,0,25,0,0,100,25,135,0,0,0,0,0,0,0,0,0,0,725,50,0,0,"17,775",0,"17,725","1,570",0,"1,715",330,0,"8,345",700,0,"4,140",870,"20,080",680,"69,950","792,275",705,60,250,50,150,110,155,-,0,90,20,10,-,580,..,"5,930","1,410",620,50
723,Enfield,"8,300",490,10,345,-,15,"1,940",175,90,155,210,230,55,130,145,20,230,"1,240",360,290,40,40,35,"1,760",825,320,350,"34,705","2,090","9,170","3,520","1,010",0,0,0,"3,845",0,50,50,"1,360",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,165","3,940","21,600",770,0,"1,325",70,0,"9,100",120,0,"3,400","2,745","24,165",720,"142,865","1,256,645",220,150,85,20,220,125,140,25,0,10,-,0,0,"1,765",0,"5,385",550,595,"1,275"
724,Haringey,"5,025",620,85,180,100,15,"1,775",120,70,125,50,160,25,20,355,-,150,835,215,255,50,35,20,"1,035",860,275,255,"23,580","2,295","10,310","6,260",775,0,0,0,"1,010",55,0,50,880,50,0,0,0,0,415,0,0,0,"1,925","1,380",0,0,465,245,"5,540","4,750","13,290",915,0,"1,385",55,995,"9,265",260,0,"6,000","1,510","11,630",395,"75,265","646,950",265,75,35,15,155,75,310,15,-,540,110,55,10,"2,205",0,"4,320","1,345",615,935
725,Harrow,"4,895",455,50,245,-,25,"1,875",110,60,85,35,140,45,15,20,10,140,920,325,295,25,40,50,"1,125",585,335,255,"22,515","1,715","5,510","1,455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,"2,290",0,50,0,0,0,"8,735",0,"13,780",520,0,"1,195",210,0,"5,305",310,0,"1,145",0,"8,170",285,0,"424,945",190,175,35,25,95,45,-,15,-,190,50,40,20,0,"1,805","5,830","1,070",480,840
726,Havering,"5,895",400,25,70,-,55,"2,535",140,25,110,45,150,65,20,80,-,185,"1,345",260,405,40,35,30,"1,550",515,415,290,"35,515","1,390","6,530","1,220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,"3,665",0,0,0,5,0,"15,145","2,410","17,960",525,0,865,160,0,"6,370",165,0,"1,055","1,480","11,350",350,"77,065","590,200",150,110,25,-,150,20,80,0,0,0,0,0,0,0,"2,625","7,675",970,435,785
727,Hillingdon,"4,600",395,15,210,..,0,"1,440",145,75,155,35,235,40,25,70,20,215,950,280,420,40,25,25,"1,150",655,445,305,"31,405","3,305","8,730","1,770",0,0,0,0,0,0,0,0,0,0,0,0,310,0,830,0,895,30,"2,965",50,165,50,285,0,"13,940",85,"17,375","1,695",0,"1,610",50,"2,450","6,230",145,0,"1,630","2,660","8,855",250,"138,820","466,020",250,10,55,15,235,45,75,-,0,-,-,-,-,"2,185",0,"4,250",900,610,970
728,Hounslow,"5,715",470,30,500,30,-,"1,620",160,25,90,55,185,60,30,50,20,175,815,345,295,40,55,50,"1,065",610,315,315,"21,140","1,640","4,530","1,380",740,0,0,0,650,20,0,0,405,50,0,0,10,0,0,0,0,0,"2,990",210,485,0,0,50,"8,140","5,045","7,955",675,0,960,0,0,"4,530",170,0,"1,210","2,020","10,445",390,"81,450","523,845",565,415,0,45,480,170,130,255,0,60,15,5,-,"1,730",0,"6,640","1,635",620,"2,020"
729,Kingston upon Thames,"3,720",140,5,165,135,-,950,45,40,80,0,70,10,30,30,40,130,670,165,335,20,15,10,820,310,345,180,"20,490",985,"7,010","1,840","1,985",0,0,0,405,0,0,0,100,45,0,0,15,0,0,0,85,5,50,60,0,0,0,0,"8,960","5,140","6,390",240,145,605,260,660,"6,090",310,0,"1,530","1,340","5,345",230,..,..,125,40,35,10,40,80,0,15,0,85,25,15,5,0,"1,620","2,440",315,280,580
730,Merton,"4,295",210,40,470,45,-,"1,070",80,45,70,45,125,20,35,10,50,145,655,230,255,30,20,25,815,410,270,220,"23,330","1,890","6,825","2,770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,260,0,930,50,105,100,0,0,"9,655",0,"13,675",615,0,"1,270",185,675,"5,965",190,0,"2,580","2,270","9,085",320,"106,340","554,175",165,380,70,20,185,65,0,25,0,15,-,-,-,"3,155",0,"2,395",470,470,960
731,Newham,"5,425",455,60,"1,650",430,30,"1,170",240,105,130,60,195,85,30,205,15,230,"1,445",455,390,75,80,35,"1,775","1,020",440,420,"29,240","2,305","8,275","3,750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,970","2,995","14,275",900,0,"1,405",0,0,"8,275",95,0,"3,655","2,330","15,780",640,"153,545","820,610",350,0,170,10,90,130,245,10,0,-,-,0,0,"1,475",0,"3,900",680,825,"2,940"
732,Redbridge,"6,105",235,70,15,-,70,"1,725",180,85,110,90,260,55,30,115,35,195,"1,155",385,820,30,45,35,"1,490",845,885,310,"30,315","1,975","6,260","3,345",415,0,0,0,"5,495",0,100,130,"1,800",55,0,0,..,..,..,..,..,..,..,..,..,..,..,..,"8,895","1,395","20,030",745,0,"1,230",155,..,"6,105",105,..,"3,235","1,710","14,190",535,"77,065","623,230",325,70,85,-,220,40,115,-,20,20,5,-,-,180,"2,430","4,200",965,515,345
733,Richmond upon Thames,"3,555",165,10,130,30,0,"1,080",90,40,115,30,60,45,45,15,20,185,725,165,290,40,55,75,890,280,305,355,"22,695","1,840","5,520","1,850",0,0,0,0,795,0,50,0,405,0,0,0,105,0,400,0,"1,140",0,"2,605",0,0,0,0,0,"9,990",130,"12,575",775,0,"1,060",105,870,"4,550",210,0,"1,640",..,..,..,..,"483,760",190,20,30,10,100,80,210,-,0,120,45,35,10,"2,335",0,"5,490",830,315,230
734,Sutton,"4,895",230,-,20,15,30,"1,365",95,65,105,140,140,50,35,85,10,160,800,250,275,45,35,15,"1,075",550,285,255,"26,160","1,235","9,350","2,150",250,0,0,0,265,50,85,0,125,0,0,0,0,0,0,0,210,0,"1,505",170,105,0,0,275,"9,915","2,775","13,475",825,0,405,140,0,"9,210",525,0,"1,625","1,210","7,965",350,"62,815","414,180",80,80,0,50,70,30,40,-,0,145,45,30,10,0,"1,600","3,735",685,255,135
735,Waltham Forest,"3,745",485,95,155,0,0,"2,100",125,35,120,70,150,45,15,90,15,180,885,270,300,35,40,35,"1,095",550,320,290,"31,060","1,680","7,175","2,835",865,0,0,0,"1,155",0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,550","10,530","12,980",420,0,"1,260",0,"1,300","5,875",0,0,"2,835","1,625","11,465",265,"84,395","596,075",225,10,..,20,135,180,65,35,0,65,10,15,-,..,"1,565","2,580",715,295,140
