"Personal Social Services: Expenditure and Unit Costs, England - 2008-09, Final Release: Unit Costs by CASSR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross total cost for residential and nursing care and home help/care for all adult client groups and older people during year ended 31 March (£000's),The total number of weeks all adult client groups and older people were supported in residential and nursing care during year ended 31 March (including full cost paying and preserved rights residents) plus 52 times the number of clients on the books to receive homecare as at 31 March.,Average gross weekly expenditure per person on supporting adults and older people in residential and nursing care (including full cost paying and preserved rights residents) and providing intensive home care,"Gross total cost (less income from joint arrangements, Income from NHS and other income) for residential and nursing care and home help/care for all adult client groups and older people during year ended 31 March (£000's)",The total number of weeks all adult client groups and older people were supported in residential and nursing care (excluding those wholly supported by the NHS under Section 256 formerly Section 28a ) during year ended 31 March (including full cost paying and preserved rights residents) plus 52 times the number of households receiving intensive home care during the autumn sample week,Average gross weekly expenditure per person on supporting adults and older people in residential and nursing care (including full cost paying and preserved rights residents but excluding those wholly supported by the NHS under Section 256 [formerly Section 28a]) and providing intensive home care,Gross total cost for residential and nursing care for older people during year ended 31 March (£000's),The total number of weeks older people were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting older people in residential and nursing care (including full cost paying and preserved rights residents),"Gross total cost (less income from joint arrangements, Income from NHS and other income) for residential and nursing care for older people during year ended 31 March (£000's)",The total number of weeks older people (excluding those wholly supported by the NHS under Section 256 [formerly Section 28a] were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting older people in residential and nursing care (including full cost paying and preserved rights residents but excluding those wholly supported by the NHS under Section 256 [formerly Section 28a],Gross total cost for nursing care for older people during year ended 31 March (£000's),The total number of weeks older people (including full cost and preserved rights clients) were supported in nursing care during year ended 31 March,Average gross weekly expenditure per person on supporting older people in nursing care,Gross total cost for residential care for older people during year ended 31 March (£000's),The total number of weeks older people were supported in residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting older people in residential care (including full cost paying and preserved rights residents),Gross total cost for own provision residential care for older people during year ended 31 March (£000's),The total number of weeks older people were supported in own provision residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting older people in own provision residential care (including full cost paying and preserved rights residents),Gross total cost for residential care for older people provided by others during year ended 31 March (£000's),The total number of weeks older people (including full cost paying and preserved rights residents) were supported in residential care provided by others during year ended 31 March,Average gross weekly expenditure per person on supporting older people in residential care provided by others,Gross total cost for residential and nursing care for adults with a Learning disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Learning disability were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure on supporting adults with a Learning disability in residential and nursing care (including full cost paying and preserved rights residents),"Gross total cost (less income from joint arrangements, NHS income and other income) for residential and nursing care for adults with a Learning disability during year ended 31 March (£000's)",The total number of weeks adults aged 18-64 with a Learning disability (excluding those wholly supported by the NHS under Section 256 [formerly Section 28a]) were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure on supporting adults with a Learning disability in residential and nursing care (including full cost paying and preserved rights residents but excluding those wholly supported by the NHS under Section 256 [formerly Section 28a]),Gross total cost for nursing care for adults aged 18-64 with a Learning disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Learning disability (including full cost paying and preserved rights residents) were supported in nursing care during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Learning disability in nursing care (including full cost paying and preserved rights residents),Gross total cost for residential care for adults aged 18-64 with a Learning disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Learning disability were supported in residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Learning disability in residential care (including full cost paying and preserved rights residents),Gross total cost for own provision residential care for adults aged 18-64 with a Learning disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Learning disability were supported in own provision residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Learning disability in own provision residential care (including full cost paying and preserved rights residents),Gross total cost for residential care for adults aged 18-64 with a Learning disability provided by others during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Learning disability (including full cost and preserved rights clients) were supported in residential care provided by others during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Learning disability in residential care provided by others (including full cost and preserved rights clients),Gross total cost for residential and nursing care for adults with mental illness during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with mental illness were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure on supporting adults with mental illness in residential and nursing care (including full cost paying and preserved rights residents),"Gross total cost (less income from joint arrangements, Income from NHS and other income) for residential and nursing care for adults with mental illness during year ended 31 March (£000's)",The total number of weeks adults aged 18-64 with mental illness (excluding those wholly supported by the NHS under Section 256 [formerly Section 28a]) were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure on supporting adults with mental illness in residential and nursing care (including full cost paying and preserved rights residents but excluding those wholly supported by the NHS under Section 256 [formerly Section 28a]),Gross total cost for nursing care for adults aged 18-64 with mental health needs during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with mental health needs (including full cost paying and preserved rights residents) were supported in nursing care during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with mental health needs in nursing care (including full cost paying and preserved rights residents),Gross total cost for residential care for adults aged 18-64 with mental health needs during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with mental health needs were supported in residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with mental health needs in residential care (including full cost paying and preserved rights residents),Gross total cost for own provision residential care for adults aged 18-64 with mental health needs during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with mental health needs were supported in own provision residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with mental health needs in own provision residential care (including full cost paying and preserved rights residents),Gross total cost for residential care for adults aged 18-64 with mental health needs provided by others during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with mental health needs (including full cost and preserved rights clients) were supported in residential care provided by others during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with mental health needs in residential care provided by others (including full cost and preserved rights clients),Gross total cost for residential and nursing care for adults aged 18-64 with a Physical disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Physical disability were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults with a Physical disability in residential and nursing care (including full cost paying and preserved rights residents),"Gross total cost (less income from joint arrangements, Income from NHS and other income) for residential and nursing care for adults aged 18-64 with a Physical disability during year ended 31 March (£000's)",The total number of weeks adults aged 18-64 with a Physical disability (excluding those wholly supported by the NHS under Section 256 (formerly Section 28a) were supported in residential and nursing care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults with a Physical disability in residential and nursing care (including full cost paying and preserved rights residents but excluding those wholly supported by the NHS under Section 256 [formerly Section 28a]),Gross total cost for nursing care for adults aged 18-64 with a Physical disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Physical disability (including full cost and preserved rights clients) were supported in nursing care during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Physical disability (including full cost and preserved rights clients) in nursing care,Gross total cost for residential care for adults aged 18-64 with a Physical disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Physical disability were supported in residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Physical disability in residential care (including full cost paying and preserved rights residents),Gross total cost for own provision residential care for adults aged 18-64 with a Physical disability during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Physical disability were supported in own provision residential care (including full cost paying and preserved rights residents) during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Physical disability in own provision residential care (including full cost paying and preserved rights residents),Gross total cost for residential care for adults aged 18-64 with a Physical disability provided by others during year ended 31 March (£000's),The total number of weeks adults aged 18-64 with a Physical disability (including full cost and preserved rights clients) were supported in residential care provided by others during year ended 31 March,Average gross weekly expenditure per person on supporting adults aged 18-64 with a Physical disability in residential care provided by others (including full cost and preserved rights residents),Gross total cost for home care/home help for all adult client groups and older people during year ended 31 March (£000's),The total number of home help/care contact hours for all adult client groups and older people during the autumn sample week ,Average gross hourly cost for home help/care,Gross total cost for home care/home help for all adult client groups and older people during year ended 31 March (£000's),The actual number of home help/care contact hours for all adult client groups and older people during the year,Average gross hourly cost for home help/care,Gross total cost for home care/home help provided by LA for all adult client groups and older people during year ended 31 March (£000's),The total number of home help/care contact hours provided by LA for all adult client groups and older people during the autumn sample week ,Average gross hourly cost for home help/care provided by LA,Gross total cost for home care/home help provided by LA for all adult client groups and older people during year ended 31 March (£000's),The actual number of home help/care contact hours provided by LA for all adult client groups and older people during the year,Average gross hourly cost for home help/care provided by LA,Gross total cost for home care/home help provided by independent sector for all adult client groups and older people during year ended 31 March (£000's),The total number of home help/care contact hours provided by independent sector for all adult client groups and older people during the autumn sample week ,Average gross hourly cost for home help/care provided by others,Gross total cost for home care/home help provided by independent sector for all adult client groups and older people during year ended 31 March (£000's),The actual number of home help/care contact hours provided by independent sector for all adult client groups and older people during the year,Average gross hourly cost for home help/care provided by others,Gross total cost for home care to adults and older people during year ended 31 March (£000's),Number of adults and older people receiving home care at 31 March,Average gross weekly expenditure on home care per adult and older person receiving home care at 31 March,Gross total cost for home care to older people during year ended 31 March (£000's),Number of older people receiving home care at 31 March,Average gross weekly expenditure on home care per older person receiving home care at 31 March,Gross total cost for home care to adults aged under 65 with a Learning disability during year ended 31 March (£000's),Number of adults aged under 65 with a Learning disability receiving home care at 31 March,Average gross weekly expenditure on home care per adult aged under 65 with a Learning disability receiving home care at 31 March,Gross total cost for home care to adults aged under 65 with mental health needs during year ended 31 March (£000's),Number of adults aged under 65 with mental health needs receiving home care at 31 March,Average gross weekly expenditure on home care per adult aged under 65 with mental health needs receiving home care at 31 March,Gross total cost for home care to adults aged under 65 with a Physical disability during year ended 31 March (£000's),Number of adults aged under 65 with a Physical disability receiving home care at 31 March,Average gross weekly expenditure on home care per adult aged under 65 with a Physical disability receiving home care at 31 March,Gross total cost for direct payments to adults and older people during year ended 31 March (£000's),Number of adults and older people receiving direct payments at 31 March,Average gross weekly expenditure on direct payments per adult and older person receiving direct payments at 31 March,Gross total cost for direct payments to older people during year ended 31 March (£000's),Number of older people receiving direct payments at 31 March,Average gross weekly expenditure on direct payments per older person receiving direct payments at 31 March,Gross total cost for direct payments to adults aged under 65 with a Learning disability during year ended 31 March (£000's),Number of adults aged under 65 with a Learning disability receiving direct payments at 31 March,Average gross weekly expenditure on direct payments per adult aged under 65 with a Learning disability receiving direct payments at 31 March,Gross total cost for direct payments to adults aged under 65 with mental health needs during year ended 31 March (£000's),Number of adults aged under 65 with mental health needs receiving direct payments at 31 March,Average gross weekly expenditure on direct payments per adult aged under 65 with mental health needs receiving direct payments at 31 March,Gross total cost for direct payments to adults aged under 65 with a Physical disability during year ended 31 March (£000's),Number of adults aged under 65 with a Physical disability receiving direct payments at 31 March,Average gross weekly expenditure on direct payments per adult aged under 65 with a Physical disability receiving direct payments at 31 March,Gross total cost for day care or day services for older people during year ended 31 March (£000's),The average number of clients of day care or day services per week for older people during year ended 31 March,Average gross expenditure per day care or day services client for older people,Gross total cost for own provision day care or day services for older people during year ended 31 March (£000's),The average number of clients of own provision day care or day services per week for older people during year ended 31 March,Average gross expenditure per own provision day care or day services client for older people,Gross total cost for day care or day services for older people provided by others during year ended 31 March (£000's),The average number of clients of day care or day services per week for older people provided by others during year ended 31 March,Average gross expenditure per day care or day services clients for older people provided by others,Gross total cost for day care or day services for adults aged 18-64 with a Learning disability during year ended 31 March (£000's),The average number of clients of day care or day services per week for adults aged 18-64 with a Learning disability during year ended 31 March,Average gross expenditure per day care or day services client for adults aged 18-64 with a Learning disability,Gross total cost for own provision day care or day services for adults aged 18-64 with a Learning disability during year ended 31 March (£000's),The average number of clients of own provision day care or day services per week for adults aged 18-64 with a Learning disability during year ended 31 March,Average gross expenditure per own provision day care or day services client for adults aged 18-64 with a Learning disability,Gross total cost for day care or day services for adults aged 18-64 with a Learning disability provided by others during year ended 31 March (£000's),The average number of clients of day care or day services per week for adults aged 18-64 with a Learning disability provided by others during year ended 31 March,Average gross expenditure per day care or day services client for adults aged 18-64 with a Learning disability provided by others,Gross total cost for day care or day services for adults aged 18-64 with mental health needs during year ended 31 March (£000's),The average number of clients of day care or day services per week for adults aged 18-64 with mental health needs during year ended 31 March,Average gross expenditure per day care or day services client for adults aged 18-64 with mental health needs,Gross total cost for own provision day care or day services for adults aged 18-64 with mental health needs during year ended 31 March (£000's),The average number of clients of own provision day care or day services per week for adults aged 18-64 with mental health needs during year ended 31 March,Average gross expenditure per own provision day care or day services client for adults aged 18-64 with mental health needs,Gross total cost for day care or day services for adults aged 18-64 with mental health needs provided by others during year ended 31 March (£000's),The average number of clients of day care or day services per week for adults aged 18-64 with mental health needs provided by others during year ended 31 March,Average gross expenditure per day care or day services client for adults aged 18-64 with mental health needs provided by others,Gross total cost for day care or day services for adults aged 18-64 with a Physical disability during year ended 31 March (£000's),The average number of clients of day care or day services per week for adults aged 18-64 with a Physical disability during year ended 31 March,Average gross expenditure per day care or day services client for adults aged 18-64 with a Physical disability,Gross total cost for own provision day care or day services for adults aged 18-64 with a Physical disability during year ended 31 March (£000's),The average number of clients of own provision day care or day services per week for adults aged 18-64 with a Physical disability during year ended 31 March,Average gross expenditure per own provision day care or day services client for adults aged 18-64 with a Physical disability,Gross total cost for day care or day services for adults aged 18-64 with a Physical disability provided by others during year ended 31 March (£000's),The average number of clients of day care or day services per week for adults aged 18-64 with a Physical disability provided by others during year ended 31 March,Average gross expenditure per day care or day services client for adults aged 18-64 with a Physical disability provided by others,Gross total cost for day care or day services to adults and older people during year ended 31 March (£000's),Number of adults and older people receiving day care or day services at 31 March,Average gross weekly expenditure on day care or day services per adult and older person receiving day care or day services at 31 March,Gross total cost for day care or day services to older people during year ended 31 March (£000's),Number of older people receiving day care or day services at 31 March,Average gross weekly expenditure on day care or day services per older person receiving day care or day services at 31 March,Gross total cost for day care or day services to adults aged under 65 with a Learning disability during year ended 31 March (£000's),Number of adults aged under 65 with a Learning disability receiving day care or day services at 31 March,Average gross weekly expenditure on day care or day services per adult aged under 65 with a Learning disability receiving day care or day services at 31 March,Gross total cost for day care or day services to adults aged under 65 with mental health needs during year ended 31 March (£000's),Number of adults aged under 65 with mental health needs receiving day care or day services at 31 March,Average gross weekly expenditure on day care or day services per adult aged under 65 with mental health needs receiving day care or day services at 31 March,Gross total cost for day care or day services to adults aged under 65 with a Physical disability during year ended 31 March (£000's),Number of adults aged under 65 with a Physical disability receiving day care or day services at 31 March,Average gross weekly expenditure on day care or day services per adult aged under 65 with a Physical disability receiving day care or day services at 31 March,Gross total cost for meals for all adult client groups and older people during year ended 31 March (£000's),The average number of meals per week provided for all adult client groups and older people,Average gross cost per meal,Gross total cost for meals provided by LA for all adult client groups and older people during year ended 31 March (£000's),The average number of meals per week provided by LA for all adult client groups and older people,Average gross cost per meal provided by LA,Gross total cost for meals provided by independent sector for all adult client groups and older people during year ended 31 March (£000's),The average number of meals per week provided by independent sector for all adult client groups and older people,Average gross cost per meal provided by independent sector,Gross total cost for providing meals to adults and older people during year ended 31 March (£000's),Number of adults and older people receiving meals at 31 March,Average gross weekly expenditure on meals per adult and older person receiving them at 31 March,Gross total cost for providing meals to older people during year ended 31 March (£000's),Number of older people receiving meals at 31 March,Average gross weekly expenditure on meals per older person receiving them at 31 March
,2.1,2.1,2.1,2.1A,2.1A,2.1A,2.2,2.2,2.2,2.2A,2.2A,2.2A,2.3,2.3,2.3,2.4,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7,2.7,2.7A,2.7A,2.7A,2.8,2.8,2.8,2.9,2.9,2.9,2.10,2.10,2.10,2.11,2.11,2.11,2.12,2.12,2.12,2.12A,2.12A,2.12A,2.13,2.13,2.13,2.14,2.14,2.14,2.15,2.15,2.15,2.16,2.16,2.16,2.17,2.17,2.17,2.17A,2.17A,2.17A,2.18,2.18,2.18,2.19,2.19,2.19,2.20,2.20,2.20,2.21,2.21,2.21,2.22,2.22,2.22,2.22A,2.22A,2.22A,2.23,2.23,2.23,2.23A,2.23A,2.23A,2.24,2.24,2.24,2.24A,2.24A,2.24A,2.25,2.25,2.25,2.26,2.26,2.26,2.27,2.27,2.27,2.28,2.28,2.28,2.29,2.29,2.29,2.30,2.30,2.30,2.31,2.31,2.31,2.32,2.32,2.32,2.33,2.33,2.33,2.34,2.34,2.34,2.34A,2.34A,2.34A,2.35,2.35,2.35,2.36,2.36,2.36,2.36A,2.36A,2.36A,2.37,2.37,2.37,2.38,2.38,2.38,2.38A,2.38A,2.38A,2.39,2.39,2.39,2.40,2.40,2.40,2.40A,2.40A,2.40A,2.41,2.41,2.41,2.42,2.42,2.42,2.43,2.43,2.43,2.44,2.44,2.44,2.45,2.45,2.45,2.46,2.46,2.46,2.47,2.47,2.47,2.52A,2.52A,2.52A,2.53,2.53,2.53,2.54,2.54,2.54,2.55,2.55,2.55,2.56,2.56,2.56
,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost,Numerator,Denominator,Unit Cost
102 - Cumbria ,"132,905","225,292",589.9,"116,527","11,640,824",520.5,"73,582","146,120",503.6,"72,386","145,886",496.2,"18,365","39,020",470.7,"55,217","107,100",515.6,"25,393","47,622",533.2,"29,824","59,478",501.4,"15,672","10,244","1,529.9","8,212","10,244",801.6,"1,059","1,267",835.8,"14,613","8,977","1,627.8","1,927","1,664","1,158.1","12,686","7,313","1,734.7","2,128","3,796",560.6,"1,923","2,600",739.6,173,402,430.3,"1,955","3,394",576.0,53,99,535.4,"1,902","3,295",577.2,"2,269","3,824",593.4,"2,200","3,824",575.3,"1,392","2,223",626.2,877,"1,601",547.8,38,78,487.2,839,"1,523",550.9,"39,254","2,593,604",15.1,"39,254","49,877",15.1,"14,065","793,676",17.7,"14,065","15,263",17.7,"25,189","34,614",14.0,"25,189","1,799,928",14.0,"39,254","197,495",198.8,"21,885","148,150",147.7,"14,245","23,140",615.6,451,"6,710",67.2,"2,673","19,450",137.4,"7,629","37,025",206.1,"2,605","13,780",189.0,"1,720","6,290",273.4,324,"3,535",91.6,"2,980","13,310",223.9,"4,795","77,585",61.8,"1,670","39,990",41.8,"3,125","37,595",83.1,"11,006","42,535",258.7,"6,823","35,570",191.8,"4,183","6,970",600.3,"1,018","25,895",39.3,474,"14,510",32.7,544,"11,390",47.8,530,"25,220",21.0,0,0,..,530,"25,220",21.0,"17,349","125,790",137.9,"4,795","66,040",72.6,"11,006","37,390",294.4,"1,018","13,830",73.6,530,"8,425",62.9,556,"180,075",3.1,524,"168,792",3.1,32,"11,285",2.8,556,"53,455",10.4,542,"50,650",10.7
104 - Northumberland,"85,283","158,915",536.7,"75,777","8,263,580",476.8,"43,336","94,643",457.9,"40,510","94,643",428.0,"10,208","23,971",425.8,"33,128","70,672",468.8,"2,435","2,603",935.5,"30,693","68,069",450.9,"16,138","15,389","1,048.7","11,918","15,389",774.4,133,262,507.6,"16,005","15,127","1,058.0","2,881","1,155","2,494.4","13,124","13,972",939.3,"2,029","3,392",598.2,"1,937","3,392",571.0,148,288,513.9,"1,881","3,104",606.0,12,11,"1,090.9","1,869","3,093",604.3,"1,871","2,435",768.4,"1,871","2,435",768.4,392,433,905.3,"1,479","2,002",738.8,6,5,"1,200.0","1,473","1,997",737.6,"21,909","1,318,766",16.6,"21,909","28,860",14.6,"6,079","289,598",21.0,"6,079","5,832",20.0,"15,830","23,028",13.2,"15,830","1,029,168",15.4,"21,909","139,830",156.7,"13,808","111,070",124.3,"5,316","10,350",513.7,367,"3,640",100.8,"2,418","14,770",163.7,"2,121","22,410",94.6,929,"12,895",72.0,639,"3,330",192.0,40,570,69.9,513,"5,615",91.3,"3,924","55,015",71.3,"2,042","22,515",90.7,"1,882","32,500",57.9,"5,719","29,535",193.6,"3,865","17,890",216.1,"1,854","11,650",159.2,"1,668","17,890",93.2,51,570,89.2,"1,617","17,315",93.4,307,"2,705",113.5,26,260,100.0,281,"2,445",115.0,"11,618","90,220",128.8,"3,924","50,440",77.8,"5,719","19,810",288.7,"1,668","17,005",98.1,307,"2,965",103.6,317,"47,735",6.6,0,0,..,317,"47,735",6.6,317,"15,185",20.9,314,"15,080",20.8
106 - Gateshead ,"61,167","95,708",639.1,"54,714","4,774,224",595.9,"31,373","55,670",563.6,"27,901","54,728",509.8,"10,546","15,673",672.9,"20,827","39,997",520.7,"4,652","4,472","1,040.3","16,175","35,525",455.3,"9,221","7,974","1,156.4","8,334","5,020","1,660.2",135,104,"1,298.1","9,086","7,870","1,154.5",29,30,966.7,"9,057","7,840","1,155.2","1,368","1,539",888.9,845,"1,539",549.1,0,0,..,"1,368","1,539",888.9,0,0,..,"1,368","1,539",888.9,"2,822","2,445","1,154.2","2,219","2,445",907.6,795,640,"1,242.2","2,027","1,805","1,123.0",38,34,"1,117.6","1,989","1,771","1,123.1","16,383","800,800",20.5,"16,383","15,400",20.5,"8,803","352,560",25.0,"8,803","6,780",25.0,"7,580","8,620",16.9,"7,580","448,240",16.9,"16,383","97,450",168.1,"13,271","77,375",171.5,"1,009","7,330",137.6,103,"4,315",23.9,"2,000","7,800",256.4,"2,139","12,585",170.0,347,"3,070",113.1,212,"2,340",90.6,81,"1,090",74.2,"1,499","5,720",262.1,"1,457","8,890",163.9,964,"4,990",193.1,493,"3,900",126.4,"4,395","10,970",400.6,"4,070","10,245",397.3,325,730,446.4,"1,111","2,965",374.8,"1,111","2,965",374.8,0,0,..,246,"1,975",124.5,183,"1,715",106.6,63,260,242.3,"7,209","24,595",293.1,"1,457","7,850",185.6,"4,395","6,865",640.3,"1,111","2,755",403.1,246,"1,510",163.1,426,"100,100",4.3,426,"100,100",4.3,0,0,..,426,"25,895",16.5,426,"24,335",17.5
107 - Newcastle upon Tyne ,"76,381","131,483",580.9,"65,962","6,744,556",508.6,"33,607","67,042",501.3,"31,334","67,042",467.4,"10,020","22,457",446.2,"23,587","44,585",529.0,"4,955","3,111","1,592.6","18,632","41,474",449.2,"4,623","4,451","1,038.6","3,923","3,864","1,015.3",266,342,777.5,"4,357","4,109","1,060.4",691,316,"2,186.0","3,666","3,793",966.6,"2,542","6,434",395.1,"1,781","5,241",339.7,"1,115","3,515",317.2,"1,427","2,919",489.0,451,"1,637",275.5,976,"1,282",761.7,"2,060","2,856",721.1,"2,060","2,856",721.1,"1,240","1,553",798.5,819,"1,303",628.9,0,0,..,819,"1,303",628.9,"33,549","2,227,570",15.1,"33,549","44,709",14.4,"8,086","272,623",29.7,"8,086","5,137",30.3,"25,463","39,572",12.4,"25,463","1,954,947",13.0,"33,549","155,270",216.1,"15,338","108,210",141.7,"14,570","23,245",626.8,662,"6,760",97.9,"2,979","17,055",174.6,"2,603","23,660",110.0,503,"6,810",73.9,849,"5,095",166.7,54,"1,090",49.8,"1,196","10,505",113.9,"2,486","39,155",63.5,487,"4,265",114.3,"1,998","34,890",57.3,"2,812","11,230",250.4,"2,632","9,930",265.0,180,"1,300",138.6,175,"3,015",58.1,76,625,121.5,99,"2,390",41.6,299,"4,315",69.4,85,520,164.0,214,"3,795",56.4,"5,773","47,685",121.1,"2,486","28,600",86.9,"2,812","12,635",222.6,175,"2,810",62.4,299,"3,640",82.2,462,"69,940",6.6,462,"69,940",6.6,0,0,..,462,"12,270",37.6,462,"12,270",37.6
